id,address,enabled,date_added,date_modified,comment,date_updated
1,https://raw.githubusercontent.com/StevenBlack/hosts/master/hosts,1,1609689242,1609689242,"Migrated from /etc/pihole/adlists.list",1609690528
2,https://mirror1.malwaredomains.com/files/justdomains,1,1609689242,1609689242,"Migrated from /etc/pihole/adlists.list",""
